"id","title","records","institute","oceanexpert_id","typeid","type"
"308a501c-a187-498e-a8bd-9cf3d2b70bd9","Fish larvae biodiversity along the central coast in the Brazilian EEZ (OBIS South America, BRAZIL)",219,"Centro de Referência em Informação Ambiental (CRIA)",NA,NA,NA
"d6cabe16-b1e4-4636-bb69-b7aa615978f3","Northern elephant seals post-breeding 2014 (aggregated per 1-degree cell)",219,"Duke University",19393,1,"Academic"
"d6cabe16-b1e4-4636-bb69-b7aa615978f3","Northern elephant seals post-breeding 2014 (aggregated per 1-degree cell)",219,"Costa Lab Mammals",NA,NA,NA
"d6cabe16-b1e4-4636-bb69-b7aa615978f3","Northern elephant seals post-breeding 2014 (aggregated per 1-degree cell)",219,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"d6cabe16-b1e4-4636-bb69-b7aa615978f3","Northern elephant seals post-breeding 2014 (aggregated per 1-degree cell)",219,"seaturtle.org",NA,NA,NA
"34516d38-6369-4157-86f1-ed3da316cf73","NEFSC Marine Mammal Abundance Cruise 2004 Passive Acoustic Monitoring - Rainbow Click Detections",218,"Duke University",19393,1,"Academic"
"34516d38-6369-4157-86f1-ed3da316cf73","NEFSC Marine Mammal Abundance Cruise 2004 Passive Acoustic Monitoring - Rainbow Click Detections",218,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"34516d38-6369-4157-86f1-ed3da316cf73","NEFSC Marine Mammal Abundance Cruise 2004 Passive Acoustic Monitoring - Rainbow Click Detections",218,"NOAA Northeast Fisheries Science Center",NA,NA,NA
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"National Institute for Water & Atmospheric Research",7489,2,"Research"
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"Dipartimento di Scienze della terra, dell'ambiente e della vita",19289,1,"Academic"
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"University of Lodz – Dept. Invertebrate Zoology & Hydrobiology – Laboratory of Polar Biology and Oceanobiology",19378,1,"Academic"
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"Museo Nazionale dell'Antartide, Genova",19424,2,"Research"
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"Department of Polar Biology and Oceanobiology, University of Lodz",NA,NA,NA
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"Department of Earth, Environmental and Life Sciences (DISTAV) &amp; Italian National Antarctic Museum (MNA, Section of Genoa)",NA,NA,NA
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"Italian National Antarctic Museum (MNA, Section of Genoa)",NA,NA,NA
"6a82646e-5a3f-4597-958d-3373852d6ebd","MNA (Section of Genoa) and NIWA Invertebrate Collection - Ross Sea Tanaidacea",217,"National Institute of Water and Atmospheric Research (NIWA), Wellington",NA,NA,NA
"6cb505c3-d66d-4aa5-8feb-9e1d43d1ea69","Satellite tracked leatherback turtles from the iSimangaliso Wetland Park, South Africa (aggregated per 1-degree cell)",216,"Duke University",19393,1,"Academic"
"6cb505c3-d66d-4aa5-8feb-9e1d43d1ea69","Satellite tracked leatherback turtles from the iSimangaliso Wetland Park, South Africa (aggregated per 1-degree cell)",216,"Cape Eleuthera Institute",NA,NA,NA
"6cb505c3-d66d-4aa5-8feb-9e1d43d1ea69","Satellite tracked leatherback turtles from the iSimangaliso Wetland Park, South Africa (aggregated per 1-degree cell)",216,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"b32f881e-71c1-4b93-9263-54c28f2a4114","Ascidiacea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",211,"Vlaams Instituut voor de Zee",6223,3,"Government"
"b32f881e-71c1-4b93-9263-54c28f2a4114","Ascidiacea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",211,"Russian Academy of Sciences Far Eastern Branch (RAS-FEB)",NA,NA,NA
"b32f881e-71c1-4b93-9263-54c28f2a4114","Ascidiacea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",211,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"a608854e-dec6-4157-b599-c4508ab6307a","Northern Elephant Seals Post-Molting 2017 Guadalupe Island, Mexico (aggregated per 1-degree cell)",209,"Duke University",19393,1,"Academic"
"a608854e-dec6-4157-b599-c4508ab6307a","Northern Elephant Seals Post-Molting 2017 Guadalupe Island, Mexico (aggregated per 1-degree cell)",209,"Costa Lab Mammals",NA,NA,NA
"a608854e-dec6-4157-b599-c4508ab6307a","Northern Elephant Seals Post-Molting 2017 Guadalupe Island, Mexico (aggregated per 1-degree cell)",209,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"a608854e-dec6-4157-b599-c4508ab6307a","Northern Elephant Seals Post-Molting 2017 Guadalupe Island, Mexico (aggregated per 1-degree cell)",209,"seaturtle.org",NA,NA,NA
"409482e0-7de1-4435-8e6e-81f42ab2d76a","UCSC Elephant Seals (aggregated per 1-degree cell)",208,"Duke University",19393,1,"Academic"
"409482e0-7de1-4435-8e6e-81f42ab2d76a","UCSC Elephant Seals (aggregated per 1-degree cell)",208,"Costa Lab Mammals",NA,NA,NA
"409482e0-7de1-4435-8e6e-81f42ab2d76a","UCSC Elephant Seals (aggregated per 1-degree cell)",208,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"409482e0-7de1-4435-8e6e-81f42ab2d76a","UCSC Elephant Seals (aggregated per 1-degree cell)",208,"seaturtle.org",NA,NA,NA
"34142e20-9e34-497f-8c53-e82eb6429b17","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1624",207,"Duke University",19393,1,"Academic"
"34142e20-9e34-497f-8c53-e82eb6429b17","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1624",207,"NOAA Southwest Fisheries Science Center",NA,NA,NA
"34142e20-9e34-497f-8c53-e82eb6429b17","SWFSC Marine Mammal Survey, STAR 2003, Cruise 1624",207,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"7d06eee7-c86a-4d1d-a635-855d0aeb99e3","Pacific Turtle Tracks: Grupo Tortuguero (aggregated per 1-degree cell)",205,"Duke University",19393,1,"Academic"
"7d06eee7-c86a-4d1d-a635-855d0aeb99e3","Pacific Turtle Tracks: Grupo Tortuguero (aggregated per 1-degree cell)",205,"Grupo Tortuguero Tracking Project",NA,NA,NA
"7d06eee7-c86a-4d1d-a635-855d0aeb99e3","Pacific Turtle Tracks: Grupo Tortuguero (aggregated per 1-degree cell)",205,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"7d06eee7-c86a-4d1d-a635-855d0aeb99e3","Pacific Turtle Tracks: Grupo Tortuguero (aggregated per 1-degree cell)",205,"seaturtle.org",NA,NA,NA
"3f6d64a7-f53a-4f68-95c0-35dcb6d3cefa","North Carolina Aquarium at Pine Knoll Shores Sea Turtle Awareness (aggregated per 1-degree cell)",204,"Duke University",19393,1,"Academic"
"3f6d64a7-f53a-4f68-95c0-35dcb6d3cefa","North Carolina Aquarium at Pine Knoll Shores Sea Turtle Awareness (aggregated per 1-degree cell)",204,"North Carolina Aquarium at Pine Knoll Shores",NA,NA,NA
"3f6d64a7-f53a-4f68-95c0-35dcb6d3cefa","North Carolina Aquarium at Pine Knoll Shores Sea Turtle Awareness (aggregated per 1-degree cell)",204,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"3f6d64a7-f53a-4f68-95c0-35dcb6d3cefa","North Carolina Aquarium at Pine Knoll Shores Sea Turtle Awareness (aggregated per 1-degree cell)",204,"seaturtle.org",NA,NA,NA
"b64d0b3b-b33f-433a-b4e7-45166a92a7a1","Northern Elephant Seals Post-Breeding 2016 (aggregated per 1-degree cell)",203,"Duke University",19393,1,"Academic"
"b64d0b3b-b33f-433a-b4e7-45166a92a7a1","Northern Elephant Seals Post-Breeding 2016 (aggregated per 1-degree cell)",203,"Costa Lab Mammals",NA,NA,NA
"b64d0b3b-b33f-433a-b4e7-45166a92a7a1","Northern Elephant Seals Post-Breeding 2016 (aggregated per 1-degree cell)",203,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"b64d0b3b-b33f-433a-b4e7-45166a92a7a1","Northern Elephant Seals Post-Breeding 2016 (aggregated per 1-degree cell)",203,"seaturtle.org",NA,NA,NA
"528c565f-fdad-4638-b1a1-3fb385d4ac1f","Fish Species Observed in the Hawaii Exclusive Economic Zone from the 1750s through 2003",200,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"528c565f-fdad-4638-b1a1-3fb385d4ac1f","Fish Species Observed in the Hawaii Exclusive Economic Zone from the 1750s through 2003",200,"National Oceanic and Atmospheric Administration; National Environmental Satellite, Data and Information Service National Oceanographic Data Center (NOAA-NODC)",NA,NA,NA
"2e773bdf-f845-4876-abd9-39e71f63fbff","Northern elephant seals post-breeding 2015 (aggregated per 1-degree cell)",198,"Duke University",19393,1,"Academic"
"2e773bdf-f845-4876-abd9-39e71f63fbff","Northern elephant seals post-breeding 2015 (aggregated per 1-degree cell)",198,"Costa Lab Mammals",NA,NA,NA
"2e773bdf-f845-4876-abd9-39e71f63fbff","Northern elephant seals post-breeding 2015 (aggregated per 1-degree cell)",198,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"2e773bdf-f845-4876-abd9-39e71f63fbff","Northern elephant seals post-breeding 2015 (aggregated per 1-degree cell)",198,"seaturtle.org",NA,NA,NA
"b339f72f-eb69-40c5-b60c-1a37aaffdfb7","Marine biological observation data from coastal and offshore surveys around New Zealand",198,"National Institute for Water & Atmospheric Research",7489,2,"Research"
"b339f72f-eb69-40c5-b60c-1a37aaffdfb7","Marine biological observation data from coastal and offshore surveys around New Zealand",198,"NIWA",NA,NA,NA
"1be892ec-08a1-4a28-85c5-02b8d1556388","Museo Argentino de Ciencias Naturales (MACN), Buenos Aires: sea stars collection (Asteroidea, Echinodermata)",195,"Museo Argentino de Ciencias Naturales ""Bernardino Rivadavia""",18,3,"Government"
"1be892ec-08a1-4a28-85c5-02b8d1556388","Museo Argentino de Ciencias Naturales (MACN), Buenos Aires: sea stars collection (Asteroidea, Echinodermata)",195,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"1be892ec-08a1-4a28-85c5-02b8d1556388","Museo Argentino de Ciencias Naturales (MACN), Buenos Aires: sea stars collection (Asteroidea, Echinodermata)",195,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"1be892ec-08a1-4a28-85c5-02b8d1556388","Museo Argentino de Ciencias Naturales (MACN), Buenos Aires: sea stars collection (Asteroidea, Echinodermata)",195,"Argentine Museum of Natural Sciences",NA,NA,NA
"f6b3560e-98f1-48c6-902f-67c141d802f4","Asteroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",195,"Vlaams Instituut voor de Zee",6223,3,"Government"
"f6b3560e-98f1-48c6-902f-67c141d802f4","Asteroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",195,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"f6b3560e-98f1-48c6-902f-67c141d802f4","Asteroidea distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",195,"Russian Academy of Sciences P. P. Shirshov Institute of Oceanology (RAS-SIO RAS)",NA,NA,NA
"2c6db58f-ae91-4a17-9f0f-7db28506b94f","NIWA Invertebrate Collection",194,"National Institute for Water & Atmospheric Research",7489,2,"Research"
"2c6db58f-ae91-4a17-9f0f-7db28506b94f","NIWA Invertebrate Collection",194,"NIWA",NA,NA,NA
"84f99d1a-1c3d-4f69-adbd-0b4037092256","Northern elephant seals post-breeding 2018 (aggregated per 1-degree cell)",192,"Duke University",19393,1,"Academic"
"84f99d1a-1c3d-4f69-adbd-0b4037092256","Northern elephant seals post-breeding 2018 (aggregated per 1-degree cell)",192,"Costa Lab Mammals",NA,NA,NA
"84f99d1a-1c3d-4f69-adbd-0b4037092256","Northern elephant seals post-breeding 2018 (aggregated per 1-degree cell)",192,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"84f99d1a-1c3d-4f69-adbd-0b4037092256","Northern elephant seals post-breeding 2018 (aggregated per 1-degree cell)",192,"seaturtle.org",NA,NA,NA
"279bfd06-a874-4c98-96ed-298c8316e86d","Antarctic Marine Species Sequence Data",191,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"279bfd06-a874-4c98-96ed-298c8316e86d","Antarctic Marine Species Sequence Data",191,"Hartpury College and University Centre",19508,1,"Academic"
"279bfd06-a874-4c98-96ed-298c8316e86d","Antarctic Marine Species Sequence Data",191,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"279bfd06-a874-4c98-96ed-298c8316e86d","Antarctic Marine Species Sequence Data",191,"Hartpury College",NA,NA,NA
"b703fd15-2db3-4247-b5c6-f65bcd5f0a9c","The Deepwater Program: Northern Gulf of Mexico Continental Slope Habitat and Benthic Ecology - DgoMB: Macros",190,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"8632d5e1-8cba-45f5-a9b6-f40a43978b07","Virginia Aquarium Tracking (aggregated per 1-degree cell)",189,"Duke University",19393,1,"Academic"
"8632d5e1-8cba-45f5-a9b6-f40a43978b07","Virginia Aquarium Tracking (aggregated per 1-degree cell)",189,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"8632d5e1-8cba-45f5-a9b6-f40a43978b07","Virginia Aquarium Tracking (aggregated per 1-degree cell)",189,"Virginia Aquarium Stranding Response Program",NA,NA,NA
"8632d5e1-8cba-45f5-a9b6-f40a43978b07","Virginia Aquarium Tracking (aggregated per 1-degree cell)",189,"seaturtle.org",NA,NA,NA
"2e34a667-0140-40a4-a5c3-a4b0e37ae88c","IndOBIS Dataset (8001-10000)",188,"Centre for Marine Living Resources & Ecology, Ministry of Earth Sciences, Kochi",11420,3,"Government"
"2e34a667-0140-40a4-a5c3-a4b0e37ae88c","IndOBIS Dataset (8001-10000)",188,"CMLRE",NA,NA,NA
"bcf27469-647d-435a-bb37-f42840edc514","Admiralty Bay Benthos Diversity Data Base (ABBED). Tanaidacea.",186,"University of Lodz – Dept. Invertebrate Zoology & Hydrobiology – Laboratory of Polar Biology and Oceanobiology",19378,1,"Academic"
"bcf27469-647d-435a-bb37-f42840edc514","Admiralty Bay Benthos Diversity Data Base (ABBED). Tanaidacea.",186,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"bcf27469-647d-435a-bb37-f42840edc514","Admiralty Bay Benthos Diversity Data Base (ABBED). Tanaidacea.",186,"University of Lodz; Dept. Invertebrate Zoology &amp; Hydrobiology; Laboratory of Polar Biology and Oceanobiology",NA,NA,NA
"bcf27469-647d-435a-bb37-f42840edc514","Admiralty Bay Benthos Diversity Data Base (ABBED). Tanaidacea.",186,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"b81d6803-77a2-44db-8a75-896d8b80d387","BioChem: Planktonic Foraminifera collected in the Equatorial and North Pacific, 1970",184,"Intergovernmental Oceanographic Commission of UNESCO",6860,7,"International / Intergovernmental"
"b81d6803-77a2-44db-8a75-896d8b80d387","BioChem: Planktonic Foraminifera collected in the Equatorial and North Pacific, 1970",184,"Government of Canada; Department of Fisheries and Oceans Bedford Institute of Oceanography (DFO-BIO)",NA,NA,NA
"58e9b3ef-bac2-4a72-abec-c959e0f0d914","Deep-sea Meiobenthos",183,"Vlaams Instituut voor de Zee",6223,3,"Government"
"58e9b3ef-bac2-4a72-abec-c959e0f0d914","Deep-sea Meiobenthos",183,"Koninklijk Nederlands Instituut voor Onderzoek der Zee; NIOZ Yerseke Afdeling Ecosysteem Studies (NIOZ-YES)",NA,NA,NA
"58e9b3ef-bac2-4a72-abec-c959e0f0d914","Deep-sea Meiobenthos",183,"Koninklijk Nederlands Instituut voor Onderzoek der Zee NIOZ Yerseke (NIOZ)",NA,NA,NA
"58e9b3ef-bac2-4a72-abec-c959e0f0d914","Deep-sea Meiobenthos",183,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"d6d4a3ff-17ce-4743-ad88-49caef750c6a","Admiralty Bay Benthos Diversity Data Base (ABBED). Polychaeta. 1979-80",183,"University of Lodz – Dept. Invertebrate Zoology & Hydrobiology – Laboratory of Polar Biology and Oceanobiology",19378,1,"Academic"
"d6d4a3ff-17ce-4743-ad88-49caef750c6a","Admiralty Bay Benthos Diversity Data Base (ABBED). Polychaeta. 1979-80",183,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"d6d4a3ff-17ce-4743-ad88-49caef750c6a","Admiralty Bay Benthos Diversity Data Base (ABBED). Polychaeta. 1979-80",183,"University of Lodz; Dept. Invertebrate Zoology &amp; Hydrobiology; Laboratory of Polar Biology and Oceanobiology",NA,NA,NA
"d6d4a3ff-17ce-4743-ad88-49caef750c6a","Admiralty Bay Benthos Diversity Data Base (ABBED). Polychaeta. 1979-80",183,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"ef5c8ced-4ab9-4f5b-8e42-d1c6604223fa","Phytoplankton data collected during cruise 43 (February - April 1989) of R/V Dmitriy Mendeleev",179,"Vlaams Instituut voor de Zee",6223,3,"Government"
"ef5c8ced-4ab9-4f5b-8e42-d1c6604223fa","Phytoplankton data collected during cruise 43 (February - April 1989) of R/V Dmitriy Mendeleev",179,"National Academy of Sciences of Ukraine Institute of Biology of the Southern Seas (NASU-IBSS)",NA,NA,NA
"ef5c8ced-4ab9-4f5b-8e42-d1c6604223fa","Phytoplankton data collected during cruise 43 (February - April 1989) of R/V Dmitriy Mendeleev",179,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"ef5c8ced-4ab9-4f5b-8e42-d1c6604223fa","Phytoplankton data collected during cruise 43 (February - April 1989) of R/V Dmitriy Mendeleev",179,"National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas Department of plankton (NASU)",NA,NA,NA
"248d4349-7c65-4291-b849-57127a20aec8","IndOBIS Dataset (10001-12000)",178,"Centre for Marine Living Resources & Ecology, Ministry of Earth Sciences, Kochi",11420,3,"Government"
"248d4349-7c65-4291-b849-57127a20aec8","IndOBIS Dataset (10001-12000)",178,"CMLRE",NA,NA,NA
"2cb9e556-fedb-4ef9-a7cd-2ae71ec713f2","Antarctic pycnogonids",174,"Queensland Museum",19411,3,"Government"
"2cb9e556-fedb-4ef9-a7cd-2ae71ec713f2","Antarctic pycnogonids",174,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"2cb9e556-fedb-4ef9-a7cd-2ae71ec713f2","Antarctic pycnogonids",174,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"202db648-bc45-4e19-93ce-3633113b6c2b","Admiralty Bay Benthos Diversity Data Base (ABBED). Cumacea.",173,"University of Lodz – Dept. Invertebrate Zoology & Hydrobiology – Laboratory of Polar Biology and Oceanobiology",19378,1,"Academic"
"202db648-bc45-4e19-93ce-3633113b6c2b","Admiralty Bay Benthos Diversity Data Base (ABBED). Cumacea.",173,"Antarctic Biodiversity Information Facility",19457,7,"International / Intergovernmental"
"202db648-bc45-4e19-93ce-3633113b6c2b","Admiralty Bay Benthos Diversity Data Base (ABBED). Cumacea.",173,"University of Lodz; Dept. Invertebrate Zoology &amp; Hydrobiology; Laboratory of Polar Biology and Oceanobiology",NA,NA,NA
"202db648-bc45-4e19-93ce-3633113b6c2b","Admiralty Bay Benthos Diversity Data Base (ABBED). Cumacea.",173,"Antarctic Biodiversity Information Facility (ANTABIF)",NA,NA,NA
"0ba361c3-f0d8-488f-a1bc-de56de072891","Stellwagen Shearwater Tagging 2017 (aggregated per 1-degree cell)",169,"Duke University",19393,1,"Academic"
"0ba361c3-f0d8-488f-a1bc-de56de072891","Stellwagen Shearwater Tagging 2017 (aggregated per 1-degree cell)",169,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"0ba361c3-f0d8-488f-a1bc-de56de072891","Stellwagen Shearwater Tagging 2017 (aggregated per 1-degree cell)",169,"Stellwagen",NA,NA,NA
"0ba361c3-f0d8-488f-a1bc-de56de072891","Stellwagen Shearwater Tagging 2017 (aggregated per 1-degree cell)",169,"seaturtle.org",NA,NA,NA
"179bb52b-50bb-420d-bf55-6d5e22d47db8","2011 Female Northern Elephant Seals (aggregated per 1-degree cell)",169,"Duke University",19393,1,"Academic"
"179bb52b-50bb-420d-bf55-6d5e22d47db8","2011 Female Northern Elephant Seals (aggregated per 1-degree cell)",169,"Costa Lab Mammals",NA,NA,NA
"179bb52b-50bb-420d-bf55-6d5e22d47db8","2011 Female Northern Elephant Seals (aggregated per 1-degree cell)",169,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"179bb52b-50bb-420d-bf55-6d5e22d47db8","2011 Female Northern Elephant Seals (aggregated per 1-degree cell)",169,"seaturtle.org",NA,NA,NA
"852b35d0-f92d-485e-b248-00a95e6ee472","PolE At Sea Observations of Birds and Marine Mammals during PS 81 (ANT-XXIX/4)",169,"Koninklijk Belgisch Instituut voor Natuurwetenschappen",18705,2,"Research"
"852b35d0-f92d-485e-b248-00a95e6ee472","PolE At Sea Observations of Birds and Marine Mammals during PS 81 (ANT-XXIX/4)",169,"Royal Belgian Institute for Natural Sciences – Directorate Natural Environment – Conservation Biology Unit",19487,3,"Government"
"852b35d0-f92d-485e-b248-00a95e6ee472","PolE At Sea Observations of Birds and Marine Mammals during PS 81 (ANT-XXIX/4)",169,"Laboratory for Polar Ecology",19618,2,"Research"
"852b35d0-f92d-485e-b248-00a95e6ee472","PolE At Sea Observations of Birds and Marine Mammals during PS 81 (ANT-XXIX/4)",169,"Conservation Biology Unit, Royal Belgian Institute for Natural Sciences",NA,NA,NA
"852b35d0-f92d-485e-b248-00a95e6ee472","PolE At Sea Observations of Birds and Marine Mammals during PS 81 (ANT-XXIX/4)",169,"Royal Belgian Institute for Natural Sciences",NA,NA,NA
"363961a9-9f45-46df-980b-0b076e66a296","ICES Zooplankton Community dataset",168,"Vlaams Instituut voor de Zee",6223,3,"Government"
"363961a9-9f45-46df-980b-0b076e66a296","ICES Zooplankton Community dataset",168,"International Council for the Exploration of the Sea",10573,7,"International / Intergovernmental"
"363961a9-9f45-46df-980b-0b076e66a296","ICES Zooplankton Community dataset",168,"International Council for the Exploration of the Sea (ICES)",NA,NA,NA
"363961a9-9f45-46df-980b-0b076e66a296","ICES Zooplankton Community dataset",168,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"66377f44-d1d0-49e7-b40d-0e2e92f7af45","SEFSC Caribbean Survey 1995",168,"Duke University",19393,1,"Academic"
"66377f44-d1d0-49e7-b40d-0e2e92f7af45","SEFSC Caribbean Survey 1995",168,"NOAA Southeast Fisheries Science Center",NA,NA,NA
"66377f44-d1d0-49e7-b40d-0e2e92f7af45","SEFSC Caribbean Survey 1995",168,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"d64477cf-491f-4de5-8291-8c07986fa37e","Canary Islands - OAG (aggregated per 1-degree cell)",168,"Duke University",19393,1,"Academic"
"d64477cf-491f-4de5-8291-8c07986fa37e","Canary Islands - OAG (aggregated per 1-degree cell)",168,"Observatorio Ambiental Granadilla",NA,NA,NA
"d64477cf-491f-4de5-8291-8c07986fa37e","Canary Islands - OAG (aggregated per 1-degree cell)",168,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"d64477cf-491f-4de5-8291-8c07986fa37e","Canary Islands - OAG (aggregated per 1-degree cell)",168,"seaturtle.org",NA,NA,NA
"22940bb9-80b7-431b-a3c3-2b937714ddf1","POPA- Fisheries Observer Program of the Azores: Marine mammal sightings in the Azores tuna fishery from 1998 on: during navigation or search mode",166,"University of the Azores Department of Oceanography and Fisheries (UAC-DOP)",NA,NA,NA
"22940bb9-80b7-431b-a3c3-2b937714ddf1","POPA- Fisheries Observer Program of the Azores: Marine mammal sightings in the Azores tuna fishery from 1998 on: during navigation or search mode",166,"Institute of Marine Research (IMAR)",NA,NA,NA
"87125c3b-a33f-4c4b-b7a1-853eddf584bf","Adult female elephant seals Post-Breeding 2015 (aggregated per 1-degree cell)",166,"Duke University",19393,1,"Academic"
"87125c3b-a33f-4c4b-b7a1-853eddf584bf","Adult female elephant seals Post-Breeding 2015 (aggregated per 1-degree cell)",166,"Costa Lab Mammals",NA,NA,NA
"87125c3b-a33f-4c4b-b7a1-853eddf584bf","Adult female elephant seals Post-Breeding 2015 (aggregated per 1-degree cell)",166,"Marine Geospatial Ecology Lab, Duke University",NA,NA,NA
"87125c3b-a33f-4c4b-b7a1-853eddf584bf","Adult female elephant seals Post-Breeding 2015 (aggregated per 1-degree cell)",166,"seaturtle.org",NA,NA,NA
"65a3cb9d-2889-400b-a2cd-c0232f87fb91","Microzooplankton data (Tintinnida) collected during First Ukrainian Antarctic Expedition (March-April 1997) on board of R/V Krenkel",165,"Vlaams Instituut voor de Zee",6223,3,"Government"
"65a3cb9d-2889-400b-a2cd-c0232f87fb91","Microzooplankton data (Tintinnida) collected during First Ukrainian Antarctic Expedition (March-April 1997) on board of R/V Krenkel",165,"National Academy of Sciences of Ukraine Institute of Biology of the Southern Seas (NASU-IBSS)",NA,NA,NA
"65a3cb9d-2889-400b-a2cd-c0232f87fb91","Microzooplankton data (Tintinnida) collected during First Ukrainian Antarctic Expedition (March-April 1997) on board of R/V Krenkel",165,"National Academy of Sciences of Ukraine; Institute of Biology of the Southern Seas Department of plankton (NASU)",NA,NA,NA
"65a3cb9d-2889-400b-a2cd-c0232f87fb91","Microzooplankton data (Tintinnida) collected during First Ukrainian Antarctic Expedition (March-April 1997) on board of R/V Krenkel",165,"Flanders Marine Institute (VLIZ)",NA,NA,NA
"6a3833f7-2857-4df4-af1c-69f1632d69c3","POPA- Fisheries Observer Program of the Azores: Seabird sightings in the Azores tuna fishery from 1998 to 2013: while fishing",165,"University of the Azores Department of Oceanography and Fisheries (UAC-DOP)",NA,NA,NA
"6a3833f7-2857-4df4-af1c-69f1632d69c3","POPA- Fisheries Observer Program of the Azores: Seabird sightings in the Azores tuna fishery from 1998 to 2013: while fishing",165,"Institute of Marine Research (IMAR)",NA,NA,NA
"7666cde7-83ef-4161-b0f1-798770d33ca0","Zooplankton distribution in the Arctic Ocean based on samples collected at Ice Island T-3 in 1964",165,"Fisheries and Oceans Canada – Bedford Institute of Oceanography",5070,3,"Government"
"7666cde7-83ef-4161-b0f1-798770d33ca0","Zooplankton distribution in the Arctic Ocean based on samples collected at Ice Island T-3 in 1964",165,"Fisheries and Oceans Canada",19196,3,"Government"
"f1db48b2-d553-4858-b657-1943f60c59c8","Gastropoda distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",165,"Vlaams Instituut voor de Zee",6223,3,"Government"
"f1db48b2-d553-4858-b657-1943f60c59c8","Gastropoda distribution data from: Deep-sea fauna of European seas - an annotated species check-list of benthic invertebrates living deeper than 2000 m in the seas bordering Europe",165,"Lomonosov Moscow State University Zoological Museum (MSU)",NA,NA,NA
